"Name","Ruapuna Road Car Fun Day"
"Section Time","Engine Speed","MAP","MGP","BAP","TP (Main)","Inj Duty Cycle","Inj Duty Cycle (Sec)","Injector PW","ECT","IAT","Batt Voltage","Gear","Injector Timing","Ign Angle","Inlet / LH Posn","Inlet RH Posn","WideBand","Speed (DI1)","Dwell Time"
"s"," RPM"," kPa","kPa"," kPa"," %"," %","%","ms","°C","°C"," V",""," °BTDC","° BTDC","°","°","AFR","kph","ms"

"-259.37","2879","111","11","100.9","80.3","16.6","0","6.929","95","63","13.62","1","470","23.5","23.1","22.7","14.6","22","3.883"
"-259.35","2901","112","12","100.9","80.5","16.7","0","6.929","95","63","13.62","1","470","23.5","22.9","22.5","14.7","22","3.792"
"-259.33","2931","112","12","100.9","82.4","17.6","0","7.211","95","63","13.62","1","470","23.1","22.7","22","14.6","22","3.792"
"-259.31","2942","113","13","100.9","85.2","17.8","0","7.284","95","63","13.62","1","470","22.7","22.3","21.8","14.7","22","3.79"
"-259.29","2957","113","13","100.9","86.3","17.9","0","7.284","95","63","13.62","1","470","22.7","22.1","21.2","14.7","22","3.79"
"-259.27","2961","114","14","100.9","86","18","0","7.3","95","63","13.62","1","470","22.4","21.6","20.9","14.8","22","3.789"
"-259.25","2990","115","15","100.9","85.9","18","0","7.228","95","63","13.62","1","470","22.1","21.4","20.6","14.8","22","3.789"
"-259.23","3010","115","15","100.9","86","18","0","7.2","95","63","13.62","1","470","22.1","21","20.4","14.9","22","3.778"
"-259.21","3042","116","16","100.9","85.9","18.4","0","7.289","95","63","13.62","1","470","21.9","20.8","20.2","14.9","25","3.778"
"-259.19","3072","117","17","100.9","85.9","18.7","0","7.323","95","63","13.62","1","470","21.6","20.5","20.1","14.9","25","3.792"
"-259.17","3111","117","17","100.9","85.9","19.3","0","7.448","95","63","13.62","1","470","21.8","20.3","19.7","14.9","25","3.792"
"-259.15","3163","118","18","100.9","85.9","19.8","0","7.539","95","63","13.62","1","470","21.7","20","19.6","14.9","25","3.69"
"-259.13","3195","119","19","100.9","85.9","20.3","0","7.648","95","63","13.62","1","470","21.7","20","19.3","14.9","25","3.69"
"-259.11","3243","120","20","100.9","85.9","20.9","0","7.795","95","63","13.62","1","470","21.6","19.6","19.2","14.9","25","3.688"
"-259.09","3272","120","20","100.9","85.9","21.4","0","7.848","95","63","13.62","1","470","21.9","19.3","18.7","14.8","25","3.688"
"-259.07","3309","121","21","100.9","85.9","21.9","0","7.958","95","63","13.62","1","470","21.8","19","18.5","14.8","25","3.685"
"-259.05","3351","122","22","100.9","85.9","22.7","0","8.123","95","63","13.62","1","470","21.8","18.6","18.1","14.8","25","3.594"
"-259.03","3388","123","23","100.9","85.9","23","0","8.22","95","63","13.57","1","470","21.7","18.3","17.8","14.9","25","3.594"
"-259.01","3416","124","24","100.9","85.9","23.8","0","8.371","95","63","13.57","1","470","21.6","17.6","17.3","14.9","28","3.493"
"-258.99","3450","125","25","100.9","86.1","24.4","0","8.486","95","63","13.57","1","470","21.5","17.3","16.8","14.9","28","3.493"
"-258.97","3489","126","26","100.9","86.3","25.2","0","8.665","95","63","13.57","1","470","21.4","16.7","16.5","14.9","28","3.494"
"-258.95","3508","127","27","100.9","86.1","25.4","0","8.702","95","63","13.57","1","470","21.4","16.1","15.9","14.8","28","3.494"
"-258.93","3533","128","28","100.9","86.1","26.1","0","8.884","95","63","13.57","1","470","20.9","15.9","15.7","14.7","28","3.494"
"-258.91","3565","129","29","100.9","86.3","26.6","0","9.003","95","63","13.57","1","470","20.6","15.4","15.2","14.7","28","3.499"
"-258.89","3588","130","30","100.9","86.3","27.4","0","9.163","95","63","13.57","1","470","20.3","15.1","14.9","14.6","28","3.499"
"-258.87","3619","131","31","100.9","86.1","27.9","0","9.283","95","63","13.57","1","470","20.1","14.8","14.7","14.4","28","3.494"
"-258.85","3642","132","32","100.9","86.3","28.7","0","9.444","95","63","13.57","1","470","19.8","14.5","14.3","14.2","28","3.494"
"-258.83","3691","134","34","100.9","86.4","29.4","0","9.614","95","63","13.57","1","470","19.2","14.4","14.1","14.1","28","3.493"
"-258.81","3723","135","35","100.9","86.4","30.3","0","9.76","95","63","13.43","1","470","18.9","14.3","13.8","14","31","3.395"
"-258.79","3775","136","36","100.9","86.4","31","0","9.904","95","63","13.43","1","470","18.6","14.2","13.3","13.8","31","3.395"
"-258.77","3817","137","37","100.9","86.4","32.1","0","10.107","95","63","13.43","1","470","18.3","13.9","12.7","13.7","31","3.486"
"-258.75","3877","139","39","100.9","86.3","32.8","0","10.235","95","63","13.43","1","470","18.1","13.3","12.3","13.6","31","3.39"
"-258.73","3922","141","41","100.9","86.4","34.4","0","10.542","95","63","13.43","1","470","17.4","12.8","12","13.5","31","3.39"
"-258.71","3967","142","42","100.9","86.4","35.4","0","10.692","95","63","13.43","1","470","17.4","12.4","11.7","13.3","31","3.397"
"-258.69","4014","144","44","100.9","86.4","36.7","0","10.98","95","63","13.43","1","470","17.2","11.9","11.4","13.2","31","3.39"
"-258.67","4060","145","45","100.9","86.4","37.4","0","11.072","96","63","13.43","1","470","17.1","11.4","11","13.1","31","3.39"
"-258.65","4090","147","47","100.9","86.4","38.6","0","11.32","96","63","13.43","1","470","17","10.9","10.6","13.1","34","3.394"
"-258.63","4119","150","50","100.9","86.4","39.6","0","11.529","96","63","13.43","1","470","16.8","10.4","10.2","13","34","3.397"
"-258.61","4153","152","52","100.9","86.3","41.1","0","11.856","96","63","13.43","1","470","16.6","10.2","9.7","12.9","34","3.397"
"-258.59","4199","154","54","100.9","86.3","41.6","0","11.928","96","63","13.53","1","470","16.5","9.9","9.5","12.8","34","3.398"
"-258.57","4238","156","56","100.9","86.3","43.2","0","12.227","95","63","13.53","1","470","16.3","9.5","9.1","12.7","34","3.293"
"-258.55","4266","158","58","100.9","86.3","44.4","0","12.465","95","63","13.53","1","470","16.1","9.1","8.9","12.6","34","3.288"
"-258.53","4315","160","60","100.9","86.3","45.6","0","12.66","95","63","13.53","1","470","16","8.7","8.7","12.6","34","3.288"
"-258.51","4360","162","62","100.9","86.1","46.7","0","12.832","95","63","13.53","1","470","15.5","8.3","8.3","12.5","34","3.2"
"-258.49","4404","164","64","100.9","85.9","48","0","13.051","95","63","13.53","1","470","15","7.8","7.9","12.4","37","3.19"
"-258.47","4453","167","67","100.9","85.3","49.2","0","13.225","96","63","13.53","1","470","14.5","7.5","7.6","12.3","37","3.205"
"-258.45","4503","169","69","100.9","85.3","50.7","0","13.523","96","63","13.53","1","470","13.8","7.3","7.3","12.2","37","3.205"
"-258.43","4547","171","71","100.9","85.2","51.8","0","13.673","96","63","13.53","1","470","13.5","7","7","12.1","37","3.202"
"-258.41","4588","173","73","100.9","85.2","53.4","0","13.924","96","63","13.53","1","470","12.7","6.6","6.7","12","37","3.102"
"-258.39","4652","176","76","100.9","85.2","54.9","0","14.177","96","63","13.53","1","470","12.1","6.3","6.4","11.9","37","3.101"
"-258.37","4702","178","78","100.9","85.1","56.4","0","14.406","95","63","13.43","1","470","11.7","6.1","6.2","11.8","37","3.101"
"-258.35","4745","181","81","100.9","84.5","57.8","0","14.662","95","63","13.43","1","470","11.1","5.9","5.8","11.8","37","3.099"
"-258.33","4783","183","83","100.9","83.1","58.8","0","14.739","95","63","13.43","1","470","10.9","5.6","5.5","11.8","40","3.077"
"-258.31","4827","186","86","100.9","80.9","60.6","0","15.024","95","63","13.43","1","470","10.7","5.1","5.2","11.7","40","3.099"
"-258.29","4895","187","87","100.9","79.1","62.5","0","15.257","95","63","13.43","1","470","10.5","4.9","5","11.7","40","3.099"
"-258.27","4936","190","90","100.9","78.8","63.6","0","15.478","96","63","13.43","1","470","10.3","4.6","4.9","11.6","40","3.099"
"-258.25","4982","191","91","100.9","78.7","65.3","0","15.688","96","63","13.43","1","470","10.1","4.4","4.7","11.6","40","3.093"
"-258.23","5030","192","92","100.9","78.5","66.6","0","15.872","96","63","13.43","1","470","9.8","4.2","4.4","11.5","40","3.086"
"-258.21","5077","194","94","100.9","78.3","68","0","15.979","96","63","13.43","1","470","9.6","3.9","3.9","11.5","40","3.002"
"-258.19","5127","194","94","100.9","77.1","68.4","0","15.984","96","63","13.43","1","470","9.8","3.7","3.8","11.4","43","2.989"
"-258.17","5185","194","94","100.9","75.7","69.9","0","16.091","96","63","13.43","1","470","9.6","3.5","3.5","11.4","43","2.984"
"-258.15","5230","194","94","100.9","74","70.4","0","16.148","96","63","13.43","1","470","9.6","3.2","3.2","11.4","43","2.984"
"-258.13","5286","194","94","100.9","71.1","71.4","0","16.177","96","63","13.43","1","470","9.7","3.1","3","11.3","43","2.984"
"-258.11","5334","193","93","100.9","67","71.4","0","16.099","96","63","13.43","1","470","9.9","3","3","11.2","43","2.981"
"-258.09","5381","192","92","100.9","62.8","71.9","0","15.94","96","63","13.43","1","470","10","2.9","2.8","11.2","43","3"
"-258.07","5442","190","90","100.9","60.1","72.4","0","15.94","96","63","13.43","1","470","10.1","2.8","2.6","11.1","46","2.998"
"-258.05","5488","190","90","100.9","58.7","72.9","0","15.889","96","63","13.43","1","470","10.2","2.8","2.5","11.1","46","2.891"
"-258.03","5532","189","89","100.9","57.3","72.9","0","15.836","96","63","13.43","1","470","10.4","2.8","2.6","11.1","46","2.904"
"-258.01","5577","187","87","100.9","53.3","72.9","0","15.651","96","63","13.43","1","470","10.6","2.7","2.6","11.2","46","2.891"
"-257.99","5613","183","83","100.9","47.8","71.9","0","15.36","96","63","13.43","1","470","11","2.7","2.6","11.2","46","2.885"
"-257.97","5656","177","77","100.9","41.2","69.4","0","14.729","96","63","13.43","1","470","12.2","2.8","2.4","11.2","46","2.882"
"-257.95","5686","166","66","100.9","34.3","66.2","0","13.904","96","63","13.43","1","470","14.3","2.6","2.5","11.1","48","2.886"
"-257.93","5706","146","46","100.9","26.9","57.4","0","12.04","96","63","13.41","1","470","18.3","1.8","2.3","11.1","48","2.912"
"-257.91","5668","120","20","100.9","19.8","47.8","0","10.044","96","63","13.41","1","470","20","0.8","1.5","11","48","2.917"
"-257.89","5471","94","-6","100.9","13","33.8","0","7.419","96","63","13.41","1","470","22.6","0.3","1","10.9","48","2.926"
"-257.87","5331","70","-30","100.9","7.8","26.5","0","5.921","95","63","13.41","1","470","30.5","0.1","0.9","10.8","48","2.91"
"-257.85","5287","54","-46","100.9","5.9","18","0","4.094","95","63","13.41","1","470","38.3","0","0.6","10.8","48","3.038"
"-257.83","5233","44","-56","100.9","5.9","15.1","0","3.483","95","63","13.41","1","470","43.8","0","0.4","10.8","48","3.038"
"-257.81","5180","38","-62","100.9","5.8","12.8","0","2.977","95","63","13.41","1","470","43.1","0","0.4","11.1","48","3.045"
"-257.79","5131","33","-67","100.9","5.1","11.1","0","2.593","95","63","13.41","1","470","40","0","0.4","11.5","48","3.029"
"-257.77","5111","29","-71","100.9","4.2","9.8","0","2.302","95","63","13.41","1","470","36.2","0","0.4","11.9","48","3.058"
"-257.75","5055","25","-75","100.9","3.5","8.7","0","2.07","95","63","13.41","1","470","35.2","0","0.4","12.3","48","3.042"
"-257.73","5004","23","-77","100.9","3.4","7.7","0","1.846","95","63","13.41","1","470","34.3","0","0.2","13.1","48","3.032"
"-257.71","4980","22","-78","100.9","3.4","7.3","0","1.782","95","63","13.55","1","470","33.9","0","0.2","13.6","51","3.016"
"-257.69","4930","20","-80","100.9","3.3","6.8","0","1.678","95","63","13.55","1","470","33.2","0","0.1","14.1","51","3.016"
"-257.67","4879","19","-81","100.9","3","6.5","0","1.603","95","63","13.55","1","470","32.7","0","0.2","14.6","51","3.002"
"-257.65","4854","18","-82","100.9","2.9","6.2","0","1.555","95","63","13.55","1","470","32.4","0","0.2","15.1","51","3.019"
"-257.63","4805","18","-82","100.9","2.7","6.2","0","1.558","95","63","13.55","1","470","32.2","0","0.2","15","51","3.006"
"-257.61","4755","17","-83","100.9","2.7","6","0","1.518","95","63","13.55","1","470","31.8","0","0","15","51","3.013"
"-257.59","4731","17","-83","100.9","2.6","5.9","0","1.512","95","63","13.55","1","470","31.6","0","0.1","14.9","50","3.013"
"-257.57","4680","17","-83","100.9","2.5","5.8","0","1.512","95","62","13.55","1","470","31.5","0","0.1","14.9","50","3.019"
"-257.55","4654","16","-84","100.9","2.5","5.6","0","1.468","95","62","13.55","1","470","31.1","0","0.1","14.9","50","3.107"
"-257.53","4603","16","-84","100.9","2.5","5.6","0","1.472","95","62","13.55","1","470","30.9","0","0.1","14.9","50","3.133"
"-257.51","4577","16","-84","100.9","2.6","5.6","0","1.472","95","62","13.55","1","470","30.8","0","0","15","50","3.126"
"-257.49","4527","16","-84","100.9","2.6","5.5","0","1.472","95","62","13.62","1","470","34.4","0","0","15.1","50","3.126"
"-257.47","4503","16","-84","100.9","2.5","5.4","0","1.464","95","62","13.62","1","470","34.4","0","0","15.2","50","3.12"
"-257.45","4453","16","-84","100.9","2.5","5.4","0","1.46","95","62","13.62","1","470","35.2","0","0","15.3","50","3.224"
"-257.43","4423","16","-84","100.9","2.6","5.3","0","1.46","95","62","13.62","1","470","35.5","0","0","15.4","50","3.261"
"-257.41","4362","16","-84","100.9","3.3","5.3","0","1.464","95","62","13.62","1","470","36.2","0","0","15.6","50","3.261"
"-257.39","4321","17","-83","100.9","5.5","5.3","0","1.472","95","62","13.62","1","470","36.6","0","0","15.7","50","3.283"
"-257.37","4234","19","-81","100.9","8.3","5.5","0","1.56","95","63","13.62","1","470","37.4","0","0","15.8","50","3.282"
"-257.35","4178","23","-77","100.9","11.3","6","0","1.742","95","63","13.62","1","470","38.1","0","0.1","15.9","50","3.282"
"-257.33","4088","28","-72","100.9","13.8","7.3","0","2.166","95","63","13.62","1","470","39.1","0","0.4","16","50","3.387"
"-257.31","4021","35","-65","100.9","16.2","8.4","0","2.507","95","63","13.62","1","470","42.4","0.5","0.7","16.1","50","3.376"
"-257.29","3919","41","-59","100.9","17.6","10","0","3.072","95","63","13.62","1","470","47.4","1.3","2.8","16.2","50","3.35"
"-257.27","3806","48","-52","100.9","18.4","10.5","0","3.289","95","62","13.62","1","470","43.4","3.1","3.9","16.4","50","3.35"
"-257.25","3740","53","-47","100.9","18.6","11","0","3.528","95","62","13.62","1","470","41.7","5.5","6.1","16.2","51","3.472"
"-257.23","3654","57","-43","100.9","18.6","11.4","0","3.721","95","62","13.62","1","470","40.9","7.4","7.5","15.8","51","3.472"
"-257.21","3598","60","-40","100.9","18.7","11.7","0","3.912","95","62","13.62","1","470","40","8.5","8.1","15.4","51","3.462"
"-257.19","3554","62","-38","100.9","19.1","12.1","0","4.096","95","62","13.62","1","470","39.2","8.7","8.3","15","51","3.573"
"-257.17","3527","66","-34","100.9","19.8","12.9","0","4.408","95","63","13.62","1","470","37","8.7","8.3","14.5","51","3.573"
"-257.15","3539","69","-31","100.9","21.1","13.4","0","4.547","95","63","13.62","2","470","36.2","8.7","8.5","14.2","51","3.555"
"-257.13","3591","73","-27","100.9","22.6","14.5","0","4.876","95","63","13.62","2","470","34.1","8.7","8.7","14.1","51","3.555"
"-257.11","3632","78","-22","100.9","24","15.4","0","5.145","95","63","13.62","2","470","32.4","8.8","8.8","13.9","51","3.502"
"-257.09","3678","81","-19","100.9","26","16.8","0","5.481","95","63","13.62","2","470","31","9.1","9.3","13.9","51","3.493"
"-257.07","3743","86","-14","100.9","28.7","17.9","0","5.776","95","63","13.62","2","470","30","9.2","9.3","13.9","51","3.493"
"-257.05","3774","90","-10","100.9","31.9","19.3","0","6.161","95","63","13.62","2","470","28.6","9.6","9.5","14.1","51","3.397"
"-257.03","3794","94","-6","100.9","34.9","20.5","0","6.499","95","63","13.62","2","470","27.6","9.8","10","14.2","52","3.397"
"-257.01","3774","97","-3","100.9","37.1","21.1","0","6.724","95","63","13.62","2","470","26.8","10.3","10.4","14.4","52","3.395"
"-256.99","3746","100","0","100.9","38.2","21.4","0","6.86","95","63","13.62","2","470","26.4","10.8","10.9","14.5","52","3.395"
"-256.97","3698","102","2","100.9","38.6","21.4","0","6.937","95","63","13.62","2","470","26","11.1","11.3","14.6","52","3.395"
"-256.95","3674","103","3","100.9","38.6","21.1","0","6.912","95","63","13.62","2","470","26","11.3","11.5","14.7","52","3.403"
"-256.93","3664","104","4","100.9","38.5","21.3","0","6.969","95","63","13.62","2","470","25.9","11.5","11.8","14.7","52","3.413"
"-256.91","3680","106","6","100.9","38.4","21.7","0","7.075","95","63","13.62","2","470","25.7","11.5","12","14.7","52","3.413"
"-256.89","3726","107","7","100.9","38","22.6","0","7.273","95","63","13.62","2","470","25.1","11.8","12.1","14.7","52","3.392"
"-256.87","3815","107","7","100.9","38.1","23.4","0","7.366","95","63","13.62","2","470","24.9","12","12.3","14.6","52","3.397"
"-256.85","3838","109","9","100.9","41.2","24.2","0","7.564","95","63","13.57","2","470","24.7","12.3","12.3","14.4","52","3.394"
"-256.83","3861","112","12","100.9","47.8","25.6","0","7.963","95","63","13.57","2","470","24.1","12.3","12.2","14.2","54","3.394"
"-256.81","3862","115","15","100.9","54.7","26.3","0","8.176","95","63","13.57","2","470","23.8","12.4","12.3","14.1","54","3.299"
"-256.79","3855","117","17","100.9","57","27.2","0","8.462","95","63","13.57","2","470","23.4","12.4","12.3","14","54","3.291"
"-256.77","3843","119","19","100.9","55.1","27.4","0","8.537","95","63","13.57","2","470","23.2","12.4","12.3","13.9","54","3.291"
"-256.75","3839","120","20","100.9","51.9","27.6","0","8.627","95","63","13.57","2","470","23","12.4","12.3","13.8","54","3.288"
"-256.73","3843","121","21","100.9","50.6","27.9","0","8.726","95","63","13.57","2","470","23","12.4","12.4","13.8","54","3.29"
"-256.71","3855","123","23","100.9","51.3","28.5","0","8.892","95","63","13.57","2","470","22.2","12.4","12.4","13.7","54","3.29"
"-256.69","3879","125","25","100.9","52.3","29.2","0","9.067","95","63","13.57","2","470","21.9","12.5","12.3","13.6","54","3.291"
"-256.67","3916","126","26","100.9","53.3","30.2","0","9.275","95","63","13.57","2","470","21.4","12.5","12.3","13.5","54","3.286"
"-256.65","3944","128","28","100.9","54.6","31","0","9.435","95","63","13.57","2","470","21.1","12.4","12.3","13.4","54","3.286"
"-256.63","3975","130","30","100.9","56.1","32.2","0","9.734","95","63","13.55","2","470","20.2","12.4","12.3","13.4","54","3.285"
"-256.61","3997","131","31","100.9","56.7","32.7","0","9.83","95","63","13.55","2","470","20","12.3","12.2","13.2","55","3.294"
"-256.59","4009","133","33","100.9","56.9","33.4","0","10","96","63","13.55","2","470","19.4","12.3","12.2","13.1","55","3.294"
"-256.57","4009","136","36","100.9","56.9","33.8","0","10.136","96","63","13.55","2","470","18.8","12.3","12.2","13","55","3.286"
"-256.55","4005","137","37","100.9","56.9","34.6","0","10.334","96","63","13.55","2","470","18.3","12.3","12.1","13","55","3.285"
"-256.53","4013","140","40","100.9","56.9","35.2","0","10.513","96","63","13.55","2","470","17.7","12.3","12.1","12.8","55","3.285"
"-256.51","4021","142","42","100.9","56.7","36.1","0","10.744","96","63","13.55","2","470","17.4","12.2","12.1","12.8","57","3.291"
"-256.49","4040","144","44","100.9","56.6","36.9","0","10.968","95","63","13.55","2","470","17.2","12.2","12.1","12.8","57","3.296"
"-256.47","4070","146","46","100.9","56.5","38","0","11.172","95","63","13.55","2","470","17.1","12.1","12.1","12.7","57","3.296"
"-256.45","4092","148","48","100.9","56.3","38.9","0","11.401","95","63","13.55","2","470","16.9","12.1","12","12.7","57","3.285"
"-256.43","4122","151","51","100.9","56.2","40","0","11.632","95","63","13.55","2","470","16.7","11.9","11.9","12.6","57","3.294"
"-256.41","4147","153","53","100.9","56.2","40.8","0","11.819","95","63","13.53","2","470","16.6","11.8","11.7","12.6","58","3.294"
"-256.39","4170","155","55","100.9","56.1","42.1","0","12.131","96","63","13.53","2","470","16.3","11.7","11.6","12.6","58","3.299"
"-256.37","4180","158","58","100.9","56.1","43.1","0","12.345","96","63","13.53","2","470","16.2","11.4","11.5","12.6","58","3.301"
"-256.35","4187","160","60","100.9","55.8","44","0","12.59","96","63","13.53","2","470","16","11.1","11","12.5","58","3.288"
"-256.33","4208","163","63","100.9","55.8","44.8","0","12.784","96","63","13.53","2","470","15.5","10.9","10.8","12.5","58","3.288"
"-256.31","4217","165","65","100.9","55.9","46","0","13.076","96","63","13.53","2","470","14.8","10.6","10.6","12.5","59","3.296"
"-256.29","4238","168","68","100.9","55.8","46.7","0","13.249","96","63","13.53","2","470","14.3","10.3","10.4","12.4","59","3.298"
"-256.27","4253","170","70","100.9","55.8","48","0","13.499","96","63","13.53","2","470","13.5","10.1","10.2","12.3","59","3.298"
"-256.25","4283","172","72","100.9","55.8","48.7","0","13.673","96","63","13.53","2","470","13","9.8","9.9","12.2","59","3.306"
"-256.23","4303","175","75","100.9","55.8","50.2","0","14","96","63","13.53","2","470","12.2","9.4","9.5","12.1","59","3.186"
"-256.21","4321","177","77","100.9","55.8","51.2","0","14.176","96","63","13.53","2","470","11.7","9.1","9","12","60","3.216"
"-256.19","4355","180","80","100.9","55.8","52.6","0","14.454","96","63","13.45","2","470","11","8.9","8.8","12","60","3.216"
"-256.17","4375","183","83","100.9","56.1","53.4","0","14.606","96","63","13.45","2","470","10.8","8.6","8.5","11.9","60","3.19"
"-256.15","4401","185","85","100.9","55.9","54.6","0","14.886","96","63","13.45","2","470","10.5","8.1","8.3","11.9","60","3.31"
"-256.13","4420","188","88","100.9","55.9","55.5","0","15.067","96","63","13.45","2","470","10.3","8","7.9","11.8","60","3.31"
"-256.11","4436","190","90","100.9","56.1","56.4","0","15.273","96","63","13.45","2","470","10","7.7","7.5","11.7","62","3.288"
"-256.09","4450","192","92","100.9","55.9","57.4","0","15.462","95","62","13.45","2","470","9.9","7.1","7.3","11.7","62","3.277"
"-256.07","4465","194","94","100.9","55.9","58.4","0","15.672","95","62","13.45","2","470","9.6","6.8","6.9","11.6","62","3.29"
"-256.05","4480","196","96","100.9","56.1","59.1","0","15.825","95","62","13.45","2","470","9.5","6.6","6.5","11.5","62","3.29"
"-256.03","4501","198","98","100.9","56.1","60.2","0","16.009","95","62","13.45","2","470","9.1","6.4","6.1","11.5","62","3.299"
"-256.01","4518","200","100","100.9","56.1","61.3","0","16.22","95","62","13.45","2","470","9","6","5.8","11.5","63","3.288"
"-255.99","4535","201","101","100.9","56.1","62.1","0","16.374","96","63","13.45","2","470","8.9","5.5","5.6","11.5","63","3.178"
"-255.97","4583","203","103","100.9","56.1","63.2","0","16.481","96","63","13.48","2","470","8.8","5.2","5.4","11.5","63","3.198"
"-255.95","4611","204","104","100.9","55.9","64.1","0","16.619","96","63","13.48","2","470","8.5","5","5.3","11.5","63","3.198"
"-255.93","4638","203","103","100.9","55.9","64.9","0","16.756","96","63","13.48","2","470","8.5","4.9","5.1","11.5","65","3.2"
"-255.91","4673","204","104","100.9","56.1","65.3","0","16.756","96","63","13.48","2","470","8.5","4.6","4.9","11.4","65","3.192"
"-255.89","4691","205","105","100.9","56.1","65.7","0","16.862","96","63","13.48","2","470","8.4","4.4","4.6","11.4","65","3.2"
"-255.87","4709","206","106","100.9","56.1","67.1","0","17","96","63","13.48","2","470","8.4","4.3","4.5","11.4","65","3.2"
"-255.85","4726","206","106","100.9","56.3","67.1","0","17.03","96","63","13.48","2","470","8.4","4.2","4.4","11.4","65","3.2"
"-255.83","4734","207","107","100.9","56.2","68","0","17.139","96","63","13.48","2","470","8.2","4.1","4.4","11.4","66","3.186"
"-255.81","4745","207","107","100.9","56.2","67.5","0","17.03","96","63","13.48","2","470","8.4","4","4.3","11.3","66","3.21"
"-255.79","4777","206","106","100.9","56.1","68","0","17.091","96","63","13.48","2","470","8.4","3.9","4.1","11.2","66","3.085"
"-255.77","4794","207","107","100.9","55.9","68.4","0","17.169","96","63","13.48","2","470","8.3","3.8","3.8","11.1","66","3.085"
"-255.75","4811","207","107","100.9","55.8","68.9","0","17.2","96","63","13.45","2","470","8.3","3.8","3.8","11","68","3.075"
"-255.73","4847","207","107","100.9","55.8","69.4","0","17.121","96","63","13.45","2","470","8.5","3.7","3.8","10.9","68","3.094"
"-255.71","4893","206","106","100.9","56.1","69.9","0","17.121","96","63","13.45","2","470","8.5","3.7","3.7","10.9","68","3.109"
"-255.69","4916","206","106","100.9","56.2","70.4","0","17.153","96","63","13.45","2","470","8.5","3.7","3.6","10.9","68","3.085"
"-255.67","4947","205","105","100.9","56.3","70.4","0","17.075","96","63","13.45","2","470","8.6","3.6","3.6","11","69","3.094"
"-255.65","4960","204","104","100.9","56.6","70.9","0","17.046","96","63","13.45","2","470","8.6","3.5","3.7","11","69","3.094"
"-255.63","4972","204","104","100.9","56.7","70.4","0","16.995","96","63","13.45","2","470","8.7","3.6","3.8","11.1","69","3.101"
"-255.61","4982","204","104","100.9","57","70.9","0","17.025","96","63","13.45","2","470","8.7","3.6","3.7","11.1","69","3.09"
"-255.59","4996","204","104","100.9","57.3","70.9","0","16.995","96","63","13.45","2","470","8.7","3.7","3.8","11.1","70","3.099"
"-255.57","5020","204","104","100.9","57.8","71.4","0","16.995","96","63","13.45","2","470","8.7","3.8","3.8","11.1","70","3.093"
"-255.55","5055","203","103","100.9","58.1","71.4","0","16.945","96","63","13.45","2","470","8.7","3.7","3.9","11.1","70","3.003"
"-255.53","5068","202","102","100.9","58.2","71.4","0","16.916","96","63","13.43","2","470","8.7","3.7","3.8","11","70","3.003"
"-255.51","5092","202","102","100.9","58.2","71.4","0","16.758","96","63","13.43","2","470","8.8","3.7","3.6","11","72","2.992"
"-255.49","5118","202","102","100.9","58.2","71.9","0","16.868","96","63","13.43","2","470","8.8","3.7","3.6","11","72","2.984"
"-255.47","5155","202","102","100.9","59.3","72.4","0","16.84","96","63","13.43","2","470","8.8","3.7","3.6","10.9","72","2.982"
"-255.45","5178","201","101","100.9","61.8","72.4","0","16.71","96","63","13.43","2","470","9","3.8","3.5","10.9","72","2.99"
"-255.43","5195","202","102","100.9","65.6","73.5","0","16.897","96","63","13.43","2","470","8.8","3.8","3.6","10.9","73","2.979"
"-255.41","5203","202","102","100.9","69.2","73.5","0","16.897","96","63","13.43","2","470","8.8","3.7","3.6","10.9","73","2.986"
"-255.39","5233","202","102","100.9","69.8","74","0","16.897","96","62","13.43","2","470","8.8","3.8","3.5","10.9","73","2.986"
"-255.37","5253","202","102","100.9","68.7","74","0","16.848","96","62","13.43","2","470","8.9","3.7","3.5","10.9","73","2.97"
"-255.35","5280","201","101","100.9","68.2","74","0","16.739","96","62","13.43","2","470","8.9","3.8","3.8","10.9","74","2.986"
"-255.33","5314","199","99","100.9","68.4","74.6","0","16.739","96","62","13.43","2","470","9","3.8","3.9","11","74","2.998"
"-255.31","5337","200","100","100.9","70.3","74.6","0","16.769","96","62","13.43","2","470","9","3.8","3.9","10.9","74","2.997"
"-255.29","5364","200","100","100.9","75","75.1","0","16.769","97","63","13.43","2","470","8.9","3.9","3.9","10.9","74","2.88"
"-255.27","5381","201","101","100.9","82","75.7","0","16.876","97","63","13.43","2","470","8.9","3.8","4","10.9","76","2.867"
"-255.25","5381","201","101","100.9","87.5","75.7","0","16.848","97","63","13.43","2","470","8.9","3.8","4","10.9","76","2.878"
"-255.23","5392","200","100","100.9","88","75.7","0","16.798","97","63","13.43","2","470","9","3.9","3.9","10.8","76","2.874"
"-255.21","5409","200","100","100.9","86.3","75.7","0","16.798","97","63","13.43","2","470","9","4","4","10.8","76","2.864"
"-255.19","5445","200","100","100.9","84.7","76.3","0","16.798","96","62","13.43","2","470","9","4","4","10.8","77","2.864"
"-255.17","5466","200","100","100.9","84.4","76.9","0","16.798","96","62","13.43","2","470","9","4.1","4","10.8","77","2.914"
"-255.15","5477","200","100","100.9","84.5","76.3","0","16.718","96","62","13.43","2","470","9","4.1","4","10.7","77","2.898"
