"Name","Ruapuna Road Car Fun Day"
"Section Time","Engine Speed","MAP","MGP","BAP","TP (Main)","Inj Duty Cycle","Inj Duty Cycle (Sec)","Injector PW","ECT","IAT","Batt Voltage","Gear","Injector Timing","Ign Angle","Inlet / LH Posn","Inlet RH Posn","WideBand","Speed (DI1)","Dwell Time"
"s"," RPM"," kPa","kPa"," kPa"," %"," %","%","ms","°C","°C"," V",""," °BTDC","° BTDC","°","°","AFR","kph","ms"

"-176.57","3654","16","-84","100.9","2.7","4.2","0","1.398","93","35","13.81","3","470","42.2","5.5","5.8","13.1","76","3.574"
"-176.55","3648","15","-85","100.9","2.7","4.1","0","1.363","93","35","13.81","3","470","42.1","5.5","5.7","13.1","76","3.584"
"-176.53","3648","15","-85","100.9","2.6","4.1","0","1.358","93","35","13.81","3","470","41.9","5.4","5.8","13.2","76","3.584"
"-176.51","3659","15","-85","100.9","2.6","4.1","0","1.358","93","35","13.79","3","470","41.6","5.4","5.8","13.2","76","3.57"
"-176.49","3656","15","-85","100.9","2.6","4.1","0","1.358","93","35","13.79","3","470","41.4","5.4","5.8","13.2","76","3.574"
"-176.47","3635","15","-85","100.9","2.6","4.1","0","1.361","94","35","13.79","3","470","41.4","5.5","5.7","13.2","76","3.574"
"-176.45","3629","15","-85","100.9","2.6","4.1","0","1.361","94","35","13.79","3","470","41.3","5.6","5.7","13.2","76","3.574"
"-176.43","3633","15","-85","100.9","2.5","4.1","0","1.361","94","35","13.79","3","470","41","5.5","5.7","13.3","76","3.574"
"-176.41","3629","15","-85","100.9","2.5","4.1","0","1.361","94","35","13.79","3","470","40.9","5.5","5.7","13.4","76","3.587"
"-176.39","3627","15","-85","100.9","2.3","4.1","0","1.364","94","35","13.79","3","470","40.7","5.5","5.7","13.4","76","3.578"
"-176.37","3616","15","-85","100.9","2.3","4.1","0","1.364","94","35","13.79","3","470","40.5","5.5","5.7","13.5","75","3.578"
"-176.35","3616","14","-86","100.9","2.2","3.9","0","1.321","94","35","13.79","3","470","40.4","5.5","5.6","13.5","75","3.565"
"-176.33","3621","14","-86","100.9","2.1","3.9","0","1.321","94","35","13.79","3","470","40.2","5.5","5.6","13.7","75","3.565"
"-176.31","3616","14","-86","100.9","1.9","3.9","0","1.321","94","35","13.79","3","470","40","5.5","5.6","13.8","75","3.59"
"-176.29","3608","14","-86","100.9","1.9","3.9","0","1.321","94","35","13.81","3","470","39.8","5.6","5.7","14","75","3.576"
"-176.27","3605","14","-86","100.9","1.9","3.9","0","1.318","93","35","13.81","3","470","39.7","5.6","5.7","14.2","75","3.576"
"-176.25","3603","14","-86","100.9","1.8","3.9","0","1.318","93","35","13.81","3","470","39.5","5.6","5.8","14.5","75","3.565"
"-176.23","3613","14","-86","100.9","1.9","0.8","0","0.297","93","35","13.81","3","470","39.4","5.6","5.6","14.6","75","3.565"
"-176.21","3610","14","-86","100.9","1.9","0.8","0","0.297","93","35","13.81","3","470","39.4","5.6","5.7","14.8","75","3.568"
"-176.19","3605","14","-86","100.9","1.9","0.8","0","0.297","93","35","13.81","3","470","39.5","5.7","5.6","14.9","75","3.565"
"-176.17","3598","13","-87","100.9","1.9","0.8","0","0.297","93","35","13.81","3","470","39.6","5.7","5.8","15","75","3.565"
"-176.15","3585","13","-87","100.9","1.9","0.8","0","0.297","93","35","13.81","3","470","39.7","5.7","5.7","14.9","75","3.574"
"-176.13","3582","13","-87","100.9","1.9","0.8","0","0.297","93","35","13.81","3","470","39.8","5.7","5.8","14.8","75","3.574"
"-176.11","3573","13","-87","100.9","1.9","0.8","0","0.297","93","35","13.81","3","470","39.8","5.7","5.7","14.7","75","3.565"
"-176.09","3560","13","-87","100.9","1.9","0.8","0","0.297","93","35","13.81","3","470","39.8","5.7","5.8","14.6","75","3.581"
"-176.07","3556","14","-86","100.9","1.9","0.8","0","0.297","93","35","13.81","3","470","40","5.7","5.8","14.5","75","3.581"
"-176.05","3557","14","-86","100.9","1.9","0.8","0","0.297","93","35","13.81","3","470","40","5.8","5.7","14.5","74","3.581"
"-176.03","3563","14","-86","100.9","1.9","0.8","0","0.297","93","35","13.81","3","470","39.9","5.8","5.8","14.4","74","3.581"
"-176.01","3563","14","-86","100.9","1.9","0.8","0","0.297","93","35","13.81","3","470","39.9","5.8","5.8","14.3","74","3.57"
"-175.99","3559","14","-86","100.9","1.9","0.8","0","0.297","93","35","13.81","3","470","40","5.8","5.8","14.3","74","3.57"
"-175.97","3560","14","-86","100.9","1.9","0.8","0","0.297","93","35","13.81","3","470","39.9","5.8","5.8","14.3","75","3.57"
"-175.95","3565","14","-86","100.9","1.9","0.8","0","0.297","93","35","13.81","3","470","39.9","5.8","5.8","14.2","75","3.566"
"-175.93","3573","14","-86","100.9","1.9","0.8","0","0.297","93","35","13.81","3","470","39.9","5.7","5.8","14.2","75","3.566"
"-175.91","3570","14","-86","100.9","1.9","0.8","0","0.297","93","35","13.81","3","470","39.8","5.7","5.8","14.3","75","3.579"
"-175.89","3551","14","-86","100.9","1.9","0.8","0","0.297","93","35","13.81","3","470","39.9","5.8","5.9","14.3","74","3.566"
"-175.87","3544","14","-86","100.9","1.9","0.8","0","0.297","93","35","13.81","3","470","40.1","5.8","5.9","14.4","74","3.566"
"-175.85","3541","14","-86","100.9","2.1","0.8","0","0.297","93","35","13.81","3","470","40.1","5.9","5.9","14.7","74","3.578"
"-175.83","3547","14","-86","100.9","2.1","0.8","0","0.297","93","35","13.81","3","470","40.1","5.9","5.9","15","74","3.578"
"-175.81","3547","14","-86","100.9","2.1","0.8","0","0.297","93","35","13.81","3","470","40.1","6","5.8","15.4","74","3.579"
"-175.79","3537","14","-86","100.9","2.1","0.8","0","0.297","93","35","13.81","3","470","40.1","6","6","15.7","74","3.56"
"-175.77","3536","14","-86","100.9","2.1","0.8","0","0.297","93","34","13.81","3","470","40.1","5.9","6","16.4","74","3.56"
"-175.75","3536","14","-86","100.9","2.1","0.8","0","0.297","93","34","13.81","3","470","40.2","5.8","6.1","17","74","3.574"
"-175.73","3541","14","-86","100.9","2.1","0.8","0","0.297","93","34","13.81","3","470","40.2","5.9","6","17.6","74","3.574"
"-175.71","3537","14","-86","100.9","2.1","0.8","0","0.297","93","34","13.81","3","470","40.2","5.8","6","18.2","74","3.571"
"-175.69","3533","14","-86","100.9","2.1","0.8","0","0.297","93","34","13.81","3","470","40.2","5.9","6","19","74","3.568"
"-175.67","3515","14","-86","100.9","2.1","0.8","0","0.297","93","34","13.81","3","470","40.4","5.9","6","19.9","74","3.568"
"-175.65","3513","14","-86","100.9","2.1","0.8","0","0.297","93","34","13.81","3","470","40.4","6","6","20.5","74","3.578"
"-175.63","3511","14","-86","100.9","2.1","0.8","0","0.297","93","34","13.84","3","470","40.4","6","6","21.1","74","3.578"
"-175.61","3517","14","-86","100.9","2.1","0.8","0","0.297","93","34","13.84","3","470","40.5","6","6","21.8","74","3.582"
"-175.59","3517","14","-86","100.9","2.1","0.8","0","0.297","93","34","13.84","3","470","40.4","6","6.1","22","74","3.576"
"-175.57","3513","14","-86","100.9","2.1","0.8","0","0.297","93","34","13.84","3","470","40.4","6","6","22.1","73","3.576"
"-175.55","3501","14","-86","100.9","2.1","0.8","0","0.297","93","34","13.84","3","470","40.5","6","5.9","22.1","73","3.579"
"-175.53","3498","14","-86","100.9","2.1","0.8","0","0.297","93","34","13.84","3","470","40.5","6","6","22.1","73","3.579"
"-175.51","3504","14","-86","100.9","2.1","0.8","0","0.297","93","34","13.84","3","470","40.5","5.9","6","22.1","73","3.582"
"-175.49","3500","14","-86","100.9","2.1","0.8","0","0.297","93","34","13.84","3","470","40.5","6","5.9","22.1","73","3.582"
"-175.47","3494","14","-86","100.9","2.2","0.8","0","0.297","93","34","13.84","3","470","40.5","6","5.9","22","73","3.581"
"-175.45","3493","14","-86","100.9","2.2","0.8","0","0.297","93","34","13.84","3","470","40.5","6","5.8","22","73","3.589"
"-175.43","3481","14","-86","100.9","2.3","0.8","0","0.297","93","34","13.84","3","470","40.5","6","5.8","22","73","3.589"
"-175.41","3481","14","-86","100.9","2.3","0.8","0","0.297","93","34","13.84","3","470","40.5","6","5.8","22","73","3.57"
"-175.39","3489","14","-86","100.9","2.3","0.8","0","0.297","93","34","13.84","3","470","40.5","6","6","22","73","3.57"
"-175.37","3486","15","-85","100.9","2.5","0.8","0","0.297","93","34","13.84","3","470","40.5","6","6","22","73","3.578"
"-175.35","3483","15","-85","100.9","2.5","0.8","0","0.297","93","34","13.84","3","470","40.5","6","6","22","73","3.571"
"-175.33","3464","15","-85","100.9","2.5","0.8","0","0.297","93","34","13.84","3","470","40.5","6","6","22","73","3.571"
"-175.31","3461","15","-85","100.9","2.6","0.8","0","0.297","93","34","13.84","3","470","40.5","6","6.1","22","73","3.582"
"-175.29","3458","15","-85","100.9","2.6","0.8","0","0.297","93","34","13.84","3","470","40.5","6","6.2","22","73","3.582"
"-175.27","3463","15","-85","100.9","2.6","0.8","0","0.297","93","34","13.84","3","470","40.5","6.1","6.2","22","73","3.579"
"-175.25","3460","15","-85","100.9","2.6","0.8","0","0.297","93","34","13.84","3","470","40.5","6.1","6.2","22","72","3.579"
"-175.23","3460","15","-85","100.9","2.6","0.8","0","0.297","93","34","13.84","3","470","40.5","6.1","6","22","72","3.57"
"-175.21","3456","15","-85","100.9","2.6","0.8","0","0.297","93","34","13.84","3","470","40.5","6.1","6","22","72","3.576"
"-175.19","3442","15","-85","100.9","2.7","0.8","0","0.297","93","34","13.84","3","470","40.5","6.1","5.9","22","72","3.576"
"-175.17","3440","15","-85","100.9","2.7","0.8","0","0.297","93","34","13.84","3","470","40.5","6.1","5.9","22","72","3.587"
"-175.15","3435","15","-85","100.9","2.7","0.8","0","0.297","93","34","13.84","3","470","40.5","6","5.8","22","72","3.587"
"-175.13","3440","15","-85","100.9","2.7","0.8","0","0.297","93","34","13.84","3","470","40.5","6","5.9","22.1","72","3.579"
"-175.11","3437","15","-85","100.9","2.7","0.8","0","0.297","93","34","13.84","3","470","40.5","6","6","22","72","3.579"
"-175.09","3437","15","-85","100.9","2.7","0.8","0","0.297","93","34","13.84","3","470","40.5","6.1","6.1","22","72","3.574"
"-175.07","3423","16","-84","100.9","2.7","0.8","0","0.297","93","34","13.84","3","470","40.5","6.2","6.1","22","72","3.573"
"-175.05","3420","16","-84","100.9","2.7","0.8","0","0.297","93","34","13.84","3","470","40.5","6.2","6.2","22","72","3.573"
"-175.03","3415","15","-85","100.9","2.7","0.8","0","0.297","93","34","13.84","3","470","40.4","6.3","6.2","22","72","3.582"
"-175.01","3410","16","-84","100.9","2.7","0.8","0","0.297","93","34","13.84","3","470","40.4","6.3","6.4","22","72","3.582"
"-174.99","3414","16","-84","100.9","2.7","0.8","0","0.297","93","34","13.84","3","470","40.4","6.4","6.4","22.1","72","3.573"
"-174.97","3409","16","-84","100.9","2.7","0.8","0","0.297","93","34","13.84","3","470","40.4","6.4","6.6","22","72","3.573"
"-174.95","3406","16","-84","100.9","2.7","0.8","0","0.297","93","34","13.84","3","470","40.4","6.4","6.6","22","72","3.573"
"-174.93","3395","16","-84","100.9","2.7","0.8","0","0.297","93","34","13.84","3","470","40.4","6.4","6.6","22","72","3.582"
"-174.91","3393","16","-84","100.9","2.7","0.8","0","0.297","93","34","13.84","3","470","40.4","6.4","6.6","22","71","3.582"
"-174.89","3394","16","-84","100.9","2.7","0.8","0","0.297","93","34","13.84","3","470","40.4","6.5","6.5","22","71","3.582"
"-174.87","3393","16","-84","100.9","2.7","0.8","0","0.297","93","34","13.84","3","470","40.4","6.5","6.6","22","71","3.582"
"-174.85","3399","16","-84","100.9","2.7","0.8","0","0.297","93","34","13.84","3","470","40.4","6.5","6.6","22","71","3.584"
"-174.83","3397","16","-84","100.9","2.7","0.8","0","0.297","93","34","13.84","3","470","40.4","6.5","6.6","22","71","3.584"
"-174.81","3396","16","-84","100.9","2.7","0.8","0","0.297","93","34","13.84","3","470","40.4","6.6","6.6","22","71","3.579"
"-174.79","3386","16","-84","100.9","2.7","0.8","0","0.297","93","34","13.84","3","470","40.4","6.6","6.4","21.9","71","3.592"
"-174.77","3386","16","-84","100.9","2.7","0.8","0","0.297","93","34","13.84","3","470","40.4","6.6","6.5","21.8","71","3.592"
"-174.75","3385","16","-84","100.9","2.7","0.8","0","0.297","93","34","13.84","3","470","40.4","6.6","6.6","21.8","71","3.57"
"-174.73","3381","16","-84","100.9","2.7","0.8","0","0.297","93","34","13.84","3","470","40.4","6.6","6.6","21.8","71","3.57"
"-174.71","3384","16","-84","100.9","2.7","0.8","0","0.297","93","34","13.84","3","470","40.4","6.6","6.6","21.8","71","3.578"
"-174.69","3377","16","-84","100.9","2.7","0.8","0","0.297","93","34","13.84","3","470","40.4","6.7","6.6","21.9","71","3.578"
"-174.67","3373","16","-84","100.9","2.7","0.8","0","0.297","93","34","13.84","3","470","40.4","6.7","6.6","22","70","3.592"
"-174.65","3368","16","-84","100.9","2.7","0.8","0","0.297","93","34","13.84","3","470","40.4","6.8","6.8","22","70","3.691"
"-174.63","3354","16","-84","100.9","2.7","0.8","0","0.297","93","34","13.84","3","470","40.4","6.9","6.9","22","70","3.691"
"-174.61","3354","16","-84","100.9","2.7","0.8","0","0.297","93","34","13.84","3","470","40.4","6.9","6.9","22","70","3.682"
"-174.59","3354","16","-84","100.9","2.7","0.8","0","0.297","93","34","13.84","3","470","40.4","7","7","22","70","3.682"
"-174.57","3354","16","-84","100.9","2.7","0.8","0","0.297","94","34","13.84","3","470","40.4","7","6.9","22","70","3.68"
"-174.55","3358","16","-84","100.9","2.7","0.8","0","0.297","94","34","13.84","3","470","40.4","7","6.8","22","70","3.68"
"-174.53","3354","16","-84","100.9","2.7","4","0","1.451","94","34","13.84","3","470","40.4","7","6.9","22","70","3.674"
"-174.51","3347","16","-84","100.9","2.7","4","0","1.451","94","34","13.84","3","470","40.6","7","7","22","70","3.674"
"-174.49","3344","16","-84","100.9","2.7","4","0","1.451","94","34","13.84","3","470","40.8","7.1","7","22","70","3.691"
"-174.47","3342","16","-84","100.9","2.7","4","0","1.451","94","34","13.84","3","470","41","7","6.9","22","70","3.685"
"-174.45","3346","16","-84","100.9","2.7","4","0","1.451","94","34","13.84","3","470","41.2","7","6.9","22","70","3.685"
"-174.43","3349","15","-85","100.9","2.7","3.9","0","1.411","94","34","13.84","3","470","41.4","7.1","7","22","70","3.683"
"-174.41","3347","15","-85","100.9","2.7","3.9","0","1.406","94","34","13.84","3","470","41.6","7.1","7","22","70","3.683"
"-174.39","3338","15","-85","100.9","2.7","3.9","0","1.406","94","34","13.84","3","470","41.8","7.1","7.1","22","70","3.686"
"-174.37","3311","15","-85","100.9","2.9","3.8","0","1.406","93","34","13.84","3","470","42.2","7.2","7.1","22","70","3.683"
"-174.35","3303","15","-85","100.9","2.9","3.8","0","1.406","93","34","13.84","3","470","42.4","7.2","7.2","22","69","3.683"
"-174.33","3305","16","-84","100.9","3","3.9","0","1.451","93","34","13.84","3","470","42.6","7.2","7.2","22","69","3.688"
"-174.31","3312","16","-84","100.9","3.4","4","0","1.451","93","34","13.84","3","470","42.8","7.2","7.4","21.9","69","3.672"
"-174.29","3315","16","-84","100.9","3.9","4","0","1.448","93","34","13.84","3","470","43","7.2","7.4","21.9","69","3.672"
"-174.27","3326","17","-83","100.9","4.2","4.1","0","1.484","93","34","13.84","3","470","43.2","7.3","7.5","22","69","3.686"
"-174.25","3325","17","-83","100.9","4.3","4.1","0","1.481","93","34","13.84","3","470","43.4","7.5","7.5","22","69","3.686"
"-174.23","3314","17","-83","100.9","4.5","4","0","1.481","93","34","13.84","3","470","43.6","7.5","7.4","22","69","3.67"
"-174.21","3309","17","-83","100.9","4.7","4","0","1.478","93","34","13.84","3","470","43.8","7.5","7.4","22","69","3.67"
"-174.19","3301","18","-82","100.9","5.1","4.1","0","1.523","93","34","13.84","3","470","44","7.6","7.4","22","69","3.685"
"-174.17","3296","19","-81","100.9","5.5","4.3","0","1.566","93","34","13.84","3","470","44.2","7.6","7.4","22","69","3.67"
"-174.15","3297","20","-80","100.9","5.8","4.4","0","1.612","93","34","13.84","3","470","44.4","7.6","7.4","22","69","3.67"
"-174.13","3306","20","-80","100.9","5.8","4.4","0","1.616","93","34","13.84","3","470","44.6","7.5","7.4","21.9","69","3.683"
"-174.11","3311","21","-79","100.9","5.9","4.5","0","1.659","93","34","13.84","3","470","44.8","7.5","7.4","21.8","69","3.683"
"-174.09","3316","21","-79","100.9","5.9","4.5","0","1.659","93","34","13.84","3","470","45","7.5","7.4","21.5","69","3.666"
"-174.07","3316","21","-79","100.9","6.1","4.5","0","1.659","93","34","13.84","3","470","45.2","7.6","7.5","20.6","69","3.666"
"-174.05","3311","21","-79","100.9","6.3","4.7","0","1.716","93","34","13.84","3","470","45.4","7.6","7.6","19.8","69","3.686"
"-174.03","3312","22","-78","100.9","6.6","4.8","0","1.768","93","34","13.84","3","470","45.4","7.7","7.7","19","69","3.686"
"-174.01","3309","22","-78","100.9","6.6","4.8","0","1.768","93","34","13.84","3","470","45.4","7.7","7.7","18.3","69","3.682"
"-173.99","3301","23","-77","100.9","6.6","4.9","0","1.816","93","34","13.84","3","470","45.4","7.8","7.8","17","69","3.674"
"-173.97","3291","23","-77","100.9","6.6","5","0","1.824","93","34","13.84","3","470","45.4","7.8","7.7","16.4","69","3.674"
"-173.95","3285","23","-77","100.9","6.6","4.9","0","1.824","93","34","13.84","3","470","45.4","7.7","7.7","15.8","69","3.68"
"-173.93","3273","23","-77","100.9","6.6","4.9","0","1.824","93","34","13.84","3","470","45.4","7.7","7.7","15.2","69","3.68"
"-173.91","3273","23","-77","100.9","6.6","4.9","0","1.824","93","34","13.84","3","470","45.4","7.7","7.6","14.4","68","3.666"
"-173.89","3275","23","-77","100.9","6.6","4.9","0","1.824","94","34","13.84","3","470","45.4","7.7","7.7","14.2","68","3.666"
"-173.87","3275","24","-76","100.9","6.9","5.1","0","1.868","94","34","13.84","3","470","45.4","7.7","7.7","14","68","3.691"
"-173.85","3285","24","-76","100.9","7.3","5.1","0","1.875","94","34","13.84","3","470","45.4","7.8","7.7","13.9","68","3.691"
"-173.83","3288","25","-75","100.9","7.3","5.1","0","1.875","94","34","13.84","3","470","45.4","7.8","7.7","13.6","68","3.674"
"-173.81","3289","25","-75","100.9","7.4","5.2","0","1.928","94","34","13.84","3","470","45.4","7.8","7.9","13.5","68","3.669"
"-173.79","3292","26","-74","100.9","8.3","5.5","0","2.017","94","34","13.84","3","470","45.4","7.8","7.8","13.4","68","3.669"
"-173.77","3281","27","-73","100.9","9.7","5.8","0","2.118","94","34","13.84","3","470","45.5","7.8","7.7","13.3","68","3.682"
"-173.75","3284","30","-70","100.9","10.7","6.1","0","2.225","94","34","13.84","3","470","45.5","7.8","7.6","13.2","68","3.682"
"-173.73","3286","31","-69","100.9","11.1","6.3","0","2.326","94","34","13.84","3","470","45.5","7.7","7.5","13.1","68","3.672"
"-173.71","3295","33","-67","100.9","11.1","6.4","0","2.348","94","34","13.84","3","470","45.5","7.7","7.4","13","68","3.672"
"-173.69","3301","34","-66","100.9","11.5","6.5","0","2.377","94","34","13.84","3","470","45.5","7.6","7.5","13","68","3.667"
"-173.67","3315","36","-64","100.9","12.2","6.6","0","2.42","94","34","13.81","3","470","46.1","7.6","7.5","13","68","3.667"
"-173.65","3309","38","-62","100.9","12.8","7.4","0","2.684","94","34","13.81","3","470","47.3","7.6","7.5","13","68","3.662"
"-173.63","3298","40","-60","100.9","13.5","7.7","0","2.809","94","34","13.81","3","470","48.5","7.6","7.6","13","68","3.667"
"-173.61","3287","43","-57","100.9","13.8","7.5","0","2.755","94","34","13.81","3","470","48.2","7.7","7.7","13","68","3.667"
"-173.59","3275","44","-56","100.9","13.8","7.6","0","2.798","94","34","13.81","3","470","48.1","7.8","7.7","13","68","3.688"
"-173.57","3259","46","-54","100.9","13.9","7.9","0","2.931","94","34","13.81","3","470","47.7","7.9","7.7","13.1","68","3.688"
"-173.55","3257","46","-54","100.9","13.9","8","0","2.971","94","34","13.81","3","470","47.7","8","7.8","13.2","68","3.656"
"-173.53","3258","47","-53","100.9","13.9","8.1","0","3.012","94","34","13.81","3","470","47.4","8","8","13.4","68","3.656"
"-173.51","3262","47","-53","100.9","13.9","8.2","0","3.019","94","34","13.81","3","470","47.4","8.1","8.1","13.7","68","3.664"
"-173.49","3275","48","-52","100.9","13.9","8.3","0","3.059","94","34","13.81","3","470","47.1","8.1","8.2","13.9","68","3.664"
"-173.47","3280","48","-52","100.9","14","8.3","0","3.059","94","34","13.81","3","470","47.1","8.1","8.2","14.2","68","3.677"
"-173.45","3288","49","-51","100.9","14","8.5","0","3.104","94","34","13.81","3","470","46.8","8.2","8.4","14.5","68","3.677"
"-173.43","3291","49","-51","100.9","14.2","8.5","0","3.104","94","34","13.81","3","470","46.8","8.3","8.3","14.9","68","3.677"
"-173.41","3288","49","-51","100.9","14.3","8.5","0","3.104","94","34","13.81","3","470","46.8","8.3","8.3","15.1","69","3.667"
"-173.39","3286","50","-50","100.9","14.7","8.6","0","3.137","94","34","13.81","3","470","46.5","8.3","8.3","15.2","69","3.667"
"-173.37","3280","51","-49","100.9","15.2","8.8","0","3.219","94","34","13.81","3","470","46.2","8.3","8.2","15.4","69","3.669"
"-173.35","3279","52","-48","100.9","15.4","9","0","3.294","94","34","13.81","3","470","45.9","8.3","8.3","15.5","69","3.669"
"-173.33","3276","53","-47","100.9","15.4","9.1","0","3.35","94","34","13.81","3","470","45.6","8.3","8.3","15.5","69","3.674"
"-173.31","3284","54","-46","100.9","15.5","9.1","0","3.35","94","34","13.81","3","470","45.4","8.3","8.4","15.4","68","3.674"
"-173.29","3287","54","-46","100.9","15.5","9.4","0","3.433","94","34","13.81","3","470","45.4","8.4","8.4","15.4","68","3.667"
"-173.27","3290","54","-46","100.9","15.5","9.4","0","3.433","94","34","13.81","3","470","45.4","8.4","8.4","15.4","68","3.677"
"-173.25","3291","55","-45","100.9","15.5","9.6","0","3.505","94","34","13.81","3","470","45.1","8.4","8.5","15.5","68","3.677"
"-173.23","3291","55","-45","100.9","15.5","9.6","0","3.505","94","34","13.79","3","470","45.1","8.4","8.6","15.5","68","3.659"
"-173.21","3285","55","-45","100.9","15.5","9.5","0","3.505","94","34","13.79","3","470","45.1","8.5","8.6","15.5","68","3.659"
"-173.19","3280","55","-45","100.9","15.5","9.6","0","3.508","94","34","13.79","3","470","45.1","8.5","8.6","15.6","68","3.672"
"-173.17","3279","55","-45","100.9","15.5","9.5","0","3.508","94","34","13.79","3","470","45.1","8.6","8.6","15.6","68","3.672"
"-173.15","3275","56","-44","100.9","15.5","9.5","0","3.508","94","34","13.79","3","470","45.1","8.6","8.6","15.7","68","3.677"
"-173.13","3285","56","-44","100.9","15.5","9.9","0","3.627","94","34","13.79","3","470","44.8","8.6","8.6","15.8","68","3.677"
"-173.11","3290","56","-44","100.9","15.4","9.9","0","3.627","94","34","13.79","3","470","44.8","8.6","8.6","15.7","68","3.667"
"-173.09","3292","56","-44","100.9","15.5","9.9","0","3.627","94","34","13.79","3","470","44.8","8.6","8.6","15.6","68","3.67"
"-173.07","3296","56","-44","100.9","15.4","9.9","0","3.627","94","34","13.79","3","470","44.8","8.6","8.6","15.5","69","3.67"
"-173.05","3293","56","-44","100.9","15.4","9.9","0","3.635","94","34","13.79","3","470","44.8","8.6","8.6","15.4","69","3.667"
"-173.03","3294","56","-44","100.9","15.4","9.9","0","3.627","94","34","13.79","3","470","44.8","8.6","8.7","15.3","69","3.667"
"-173.01","3290","56","-44","100.9","15.4","9.9","0","3.635","94","34","13.81","3","470","44.8","8.6","8.6","15.3","69","3.67"
"-172.99","3290","56","-44","100.9","15.4","9.9","0","3.624","94","34","13.81","3","470","44.8","8.7","8.6","15.3","69","3.67"
"-172.97","3290","56","-44","100.9","15.4","9.9","0","3.638","94","34","13.81","3","470","44.8","8.7","8.6","15.2","69","3.67"
"-172.95","3293","56","-44","100.9","15.1","9.9","0","3.624","94","34","13.81","3","470","44.8","8.7","8.6","15.2","69","3.67"
"-172.93","3294","55","-45","100.9","14.8","9.8","0","3.572","94","34","13.81","3","470","45.1","8.7","8.6","15.1","69","3.67"
"-172.91","3295","55","-45","100.9","14.6","9.7","0","3.55","94","34","13.81","3","470","45.1","8.8","8.8","15","69","3.67"
"-172.89","3296","55","-45","100.9","14.6","9.7","0","3.55","94","34","13.81","3","470","45.1","8.7","8.8","14.9","69","3.667"
"-172.87","3296","54","-46","100.9","14.6","9.5","0","3.476","94","34","13.81","3","470","45.4","8.7","8.7","14.7","69","3.667"
"-172.85","3293","54","-46","100.9","14.4","9.5","0","3.468","94","34","13.81","3","470","45.4","8.7","8.6","14.7","69","3.667"
"-172.83","3291","54","-46","100.9","14.4","9.5","0","3.468","94","34","13.81","3","470","45.4","8.7","8.5","14.7","69","3.685"
"-172.81","3294","54","-46","100.9","14.4","9.5","0","3.468","94","34","13.81","3","470","45.4","8.6","8.4","14.7","69","3.685"
"-172.79","3294","53","-47","100.9","14.4","9.3","0","3.412","94","34","13.81","3","470","45.6","8.6","8.4","14.6","69","3.664"
"-172.77","3303","53","-47","100.9","14.3","9.3","0","3.412","94","34","13.81","3","470","45.6","8.5","8.4","14.6","69","3.664"
"-172.75","3303","53","-47","100.9","14.3","9.3","0","3.412","94","34","13.81","3","470","45.6","8.4","8.3","14.5","69","3.67"
"-172.73","3303","53","-47","100.9","14.3","9.3","0","3.412","94","34","13.81","3","470","45.6","8.4","8.3","14.5","69","3.682"
"-172.71","3306","53","-47","100.9","14.3","9.4","0","3.412","94","34","13.81","3","470","45.6","8.4","8.4","14.4","69","3.682"
"-172.69","3302","53","-47","100.9","14.3","9.4","0","3.412","94","34","13.81","3","470","45.6","8.4","8.4","14.4","69","3.667"
"-172.67","3303","53","-47","100.9","14.3","9.4","0","3.412","94","34","13.81","3","470","45.6","8.3","8.4","14.4","69","3.667"
"-172.65","3301","53","-47","100.9","14.3","9.3","0","3.409","94","34","13.81","3","470","45.6","8.3","8.3","14.5","69","3.686"
"-172.63","3301","53","-47","100.9","14.2","9.3","0","3.409","94","34","13.81","3","470","45.6","8.2","8.1","14.5","69","3.686"
"-172.61","3299","53","-47","100.9","14","9.3","0","3.409","94","34","13.81","3","470","45.6","8.2","8.1","14.5","69","3.674"
"-172.59","3303","52","-48","100.9","13.6","9.2","0","3.374","94","34","13.81","3","470","45.9","8.2","8.1","14.5","69","3.674"
"-172.57","3305","52","-48","100.9","13.2","9.2","0","3.358","94","34","13.81","3","470","45.9","8.2","8.1","14.5","69","3.667"
"-172.55","3303","51","-49","100.9","12.8","9.1","0","3.315","94","34","13.81","3","470","46.2","8.2","8.1","14.5","69","3.667"
"-172.53","3303","50","-50","100.9","12.2","8.9","0","3.251","94","34","13.81","3","470","46.5","8.2","8.1","14.6","69","3.667"
"-172.51","3299","48","-52","100.9","11.7","8.7","0","3.172","94","34","13.81","3","470","47.1","8.2","8.1","14.6","69","3.675"
"-172.49","3293","46","-54","100.9","11.1","8.5","0","3.102","94","34","13.81","3","470","47.7","8.2","8.1","14.6","69","3.675"
"-172.47","3290","44","-56","100.9","10.6","8.4","0","3.059","94","34","13.81","3","470","48","8.2","8.1","14.6","69","3.669"
"-172.45","3290","43","-57","100.9","10.1","8","0","2.924","94","34","13.81","3","470","48.2","8","7.9","14.5","69","3.669"
"-172.43","3287","41","-59","100.9","9.7","7.6","0","2.801","94","34","13.81","3","470","48.4","7.9","7.9","14.5","69","3.683"
"-172.41","3290","39","-61","100.9","9.3","7.3","0","2.673","94","34","13.81","3","470","47.9","7.9","7.9","14.5","69","3.683"
"-172.39","3290","38","-62","100.9","8.9","7","0","2.584","94","34","13.81","3","470","47.3","7.8","7.8","14.4","69","3.672"
